objectid,cod_favela,nome,situacao,cod_comple,complexo,data_cadas,cod_bairro,bairro,cod_ra,ra,cod_rp,rp,cod_ap,pop_sabren,dom_sabren,fonte,upp,cod_bair_1,area,shape_Length,shape_Area
558,547,Bom Jardim de Cordovil,2,0,Isolada,1991/12/02 00:00:00+00,46,Cordovil,31,Vigário Geral,3.5,Penha,3,141,75,IPP com base em IBGE - Censo Demográfico 2022,,046,6535.11418042,364.030665549046,6535.11418040161
559,531,Vila Bereti,1,2068,Associação Comunitária Vila Alvorada,1991/10/15 00:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,272,113,IPP com base em IBGE - Censo Demográfico 2022,,107,6766.97215505,406.189020718895,6766.97215514834
560,545,Vila Matinha,1,2084,Complexo do Alemão,1993/04/28 00:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,981,388,IPP com base em IBGE - Censo Demográfico 2022,,156,74126.75127201,1789.81269475104,74126.7512721275
561,544,Estrada do Quitite,1,2088,Araticum,1991/08/06 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,882,397,IPP com base em IBGE - Censo Demográfico 2022,,115,34217.49442833,1350.06985177317,34217.4944283245
562,543,Rua Santo Amos,1,2120,Tibagi,1991/10/01 00:00:00+00,142,Senador Camará,17,Bangu,5.1,Bangu,5,100,47,IPP com base em IBGE - Censo Demográfico 2022,,142,10499.84024666,491.920526670216,10499.8402466746
563,542,"Estrada Sargento Miguel Filho, nº 164",2,0,Isolada,1991/10/08 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,122,58,IPP com base em IBGE - Censo Demográfico 2022,,141,8255.51506184,444.162482114739,8255.51506201465
564,541,Bairro Nova Aguiar,2,0,Isolada,1991/12/10 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,446,188,IPP com base em IBGE - Censo Demográfico 2022,,144,32987.97270986,1146.12304866427,32987.9727096837
565,535,Morro do Bacalhau,1,2054,Morro do Juca,1991/11/14 00:00:00+00,82,Cascadura,15,Madureira,3.3,Madureira,3,104,49,IPP com base em IBGE - Censo Demográfico 2022,,082,4241.98831958,258.586643554855,4241.98831967066
566,533,Travessa Marques de Oliveira,1,2027,Parque Itambé,1991/11/07 00:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,279,121,IPP com base em IBGE - Censo Demográfico 2022,,041,4106.39912617,299.220853357924,4106.39912620889
567,532,Vila Triagem,2,0,Isolada,1991/10/01 00:00:00+00,57,São Francisco Xavier,13,Méier,3.2,Méier,3,501,220,IPP com base em IBGE - Censo Demográfico 2022,,057,7923.36475501,426.442133846355,7923.36475499883
568,530,Rua Sérgio Silva,1,2037,Parque Nova Maracá,1991/11/12 00:00:00+00,55,Engenho da Rainha,12,Inhaúma,3.4,Inhaúma,3,463,217,IPP com base em IBGE - Censo Demográfico 2022,,055,26141.27751137,1243.14733466407,26141.2775112723
569,529,Fazenda Sapopemba,2,0,Isolada,1991/10/03 00:00:00+00,134,Deodoro,33,Realengo,5.1,Bangu,5,985,423,IPP com base em IBGE - Censo Demográfico 2022,,134,43705.55650281,1299.89379802415,43705.5562518336
570,1,Ladeira dos Funcionários,1,2001,Ladeira dos Funcionários,1981/02/21 00:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,2235,919,IPP com base em IBGE - Censo Demográfico 2022,,004,48916.95662792,2154.46227540147,48916.956550371
571,6,Parque São Sebastião,1,2001,Ladeira dos Funcionários,1981/02/28 00:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,1030,444,IPP com base em IBGE - Censo Demográfico 2022,,004,20683.05059973,1109.62830442523,20683.0505996553
572,3,Morro da Providência,1,2003,Providência,1981/02/14 00:00:00+00,2,Gamboa,1,Portuária,1.1,Centro,1,4282,1883,IPP com base em IBGE - Censo Demográfico 2022,,002,106307.95518841,3403.56209738022,106307.956400217
573,2,Moreira Pinto,2,0,Isolada,1981/03/10 00:00:00+00,3,Santo Cristo,1,Portuária,1.1,Centro,1,306,136,IPP com base em IBGE - Censo Demográfico 2022,,003,9017.61647316,518.733176686627,9017.61647329804
574,4,Parque Boa Esperança (RA - Portuária),2,0,Isolada,1981/07/24 00:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,5898,2710,IPP com base em IBGE - Censo Demográfico 2022,,004,109078.66855526,2078.43576379718,109078.669085426
575,5,Parque Nossa Senhora da Penha,2,0,Isolada,1981/02/17 00:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,1058,413,IPP com base em IBGE - Censo Demográfico 2022,,004,15690.50582269,830.611836578037,15690.5060536315
576,7,Pedra Lisa,1,2003,Providência,1981/02/24 00:00:00+00,2,Gamboa,1,Portuária,1.1,Centro,1,575,209,IPP com base em IBGE - Censo Demográfico 2022,,002,18771.59532924,669.320021322008,18771.5953292728
577,8,Quinta do Caju,2,0,Isolada,1981/07/01 00:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,1985,910,IPP com base em IBGE - Censo Demográfico 2022,,004,56316.72085893,1158.70648997359,56316.7208590044
578,9,Bispo,1,2006,Turano,1981/07/31 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,1052,449,IPP com base em IBGE - Censo Demográfico 2022,,007,56464.0783467,1756.64669347041,56464.0783466304
579,10,Matinha (RA - Rio Comprido),1,2006,Turano,1982/02/18 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,1524,643,IPP com base em IBGE - Censo Demográfico 2022,,007,31754.21221219,1004.82406010484,31754.2122121884
580,27,Mangueira (RA - Botafogo),1,2016,Mangueira (RA - Botafogo),1981/06/05 00:00:00+00,20,Botafogo,4,Botafogo,2.1,Zona Sul,2,745,274,IPP com base em IBGE - Censo Demográfico 2022,,020,11201.5785057,596.394348765049,11201.5785056072
581,11,Azevedo Lima,1,2005,São Carlos,1981/08/19 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,2449,875,IPP com base em IBGE - Censo Demográfico 2022,,007,85821.59013073,2389.04557065366,85821.589330873
582,12,São Carlos,1,2005,São Carlos,1982/02/09 00:00:00+00,9,Estácio,3,Rio Comprido,1.1,Centro,1,10713,3017,IPP com base em IBGE - Censo Demográfico 2022,,009,122071.35234496,1755.14605204594,122071.352344851
583,448,Parque Jardim Metrô de Irajá,1,2049,Parque Bom Menino,1981/03/14 00:00:00+00,76,Irajá,14,Irajá,3.3,Madureira,3,457,218,IPP com base em IBGE - Censo Demográfico 2022,,076,12380.93928486,536.304073875718,12380.9392848215
584,13,Catumbi,1,2004,Catumbi,1981/11/30 00:00:00+00,6,Catumbi,3,Rio Comprido,1.1,Centro,1,6030,2437,IPP com base em IBGE - Censo Demográfico 2022,,006,126323.13577767,2844.44788753323,126323.134096239
585,15,Morro Santos Rodrigues,1,2004,Catumbi,1982/02/15 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,777,342,IPP com base em IBGE - Censo Demográfico 2022,,007,47333.85806084,1713.17483374244,47333.8567814403
586,18,Rato,2,0,Isolada,1981/08/21 00:00:00+00,9,Estácio,3,Rio Comprido,1.1,Centro,1,271,67,IPP com base em IBGE - Censo Demográfico 2022,,009,5083.65957682,429.173761743931,5083.65957674911
587,23,Cerro-Corá,1,2015,Guararapes,1981/06/26 00:00:00+00,19,Cosme Velho,4,Botafogo,2.1,Zona Sul,2,680,244,IPP com base em IBGE - Censo Demográfico 2022,,019,13369.39556321,505.144134266845,13369.3955632501
588,28,Morro Azul,2,0,Isolada,1981/05/27 00:00:00+00,15,Flamengo,4,Botafogo,2.1,Zona Sul,2,1093,404,IPP com base em IBGE - Censo Demográfico 2022,,015,21545.69723939,968.311975662887,21545.6972392815
589,30,Tavares Bastos,2,0,Isolada,1981/05/25 00:00:00+00,18,Catete,4,Botafogo,2.1,Zona Sul,2,1381,621,IPP com base em IBGE - Censo Demográfico 2022,,018,28135.15457747,996.711806227081,28135.1545777085
590,32,Vila da Imaculada Conceição,2,0,Isolada,1981/05/28 00:00:00+00,19,Cosme Velho,4,Botafogo,2.1,Zona Sul,2,144,57,IPP com base em IBGE - Censo Demográfico 2022,,019,6581.82519615,712.247570485178,6581.8251962126
591,33,Vila Pereira da Silva,2,0,Isolada,1981/05/29 00:00:00+00,17,Laranjeiras,4,Botafogo,2.1,Zona Sul,2,1284,506,IPP com base em IBGE - Censo Demográfico 2022,,017,47840.20379753,1304.13225068462,47840.2037974838
592,34,Vila Santo Amaro,2,0,Isolada,1981/05/27 00:00:00+00,18,Catete,4,Botafogo,2.1,Zona Sul,2,2986,1240,IPP com base em IBGE - Censo Demográfico 2022,,018,36703.895152,1104.12918610731,36703.8951519494
593,35,Babilônia,1,2017,Babilônia,1981/07/23 00:00:00+00,23,Leme,5,Copacabana,2.1,Zona Sul,2,2046,868,IPP com base em IBGE - Censo Demográfico 2022,,023,87016.06540314,2668.22154386385,87016.0654369734
594,449,Magno Martins,1,2062,Bela Vista da Pichuna,1990/03/06 00:00:00+00,98,Freguesia (Ilha do Governador),20,Ilha do Governador,3.7,Ilha do Governador,3,306,143,IPP com base em IBGE - Censo Demográfico 2022,,098,4599.25340017,353.116123388026,4599.25340022248
595,36,Chapéu Mangueira,1,2017,Babilônia,1981/07/23 00:00:00+00,23,Leme,5,Copacabana,2.1,Zona Sul,2,927,419,IPP com base em IBGE - Censo Demográfico 2022,,023,33874.13413449,1013.27141071555,33874.1345901469
596,37,Ladeira dos Tabajaras,1,2019,Morro dos Cabritos,1981/06/11 00:00:00+00,20,Botafogo,4,Botafogo,2.1,Zona Sul,2,1380,616,IPP com base em IBGE - Censo Demográfico 2022,,020,31229.34737447,1922.91384819591,31229.3473744271
597,51,Marechal Jardim,1,2010,Tuiuti,1981/03/20 00:00:00+00,10,São Cristóvão,7,São Cristóvão,1.1,Centro,1,1446,599,IPP com base em IBGE - Censo Demográfico 2022,,010,39549.46459627,1256.55180742999,39549.4645963021
598,57,Parque Horácio Cardoso Franco,1,2011,Vila Arará,1981/06/21 00:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,614,266,IPP com base em IBGE - Censo Demográfico 2022,,012,10624.60931962,568.230297464792,10624.6093195773
599,53,Parque Alegria,1,2002,Parque Alegria,1981/07/27 00:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,1997,947,IPP com base em IBGE - Censo Demográfico 2022,,004,24809.86582414,1511.28174191559,24809.8658241553
600,45,Vidigal,2,0,Isolada,1981/11/10 00:00:00+00,30,Vidigal,6,Lagoa,2.1,Zona Sul,2,11649,5037,IPP com base em IBGE - Censo Demográfico 2022,,030,295979.16778209,3488.95353010147,295979.167721771
601,38,Morro dos Cabritos,1,2019,Morro dos Cabritos,1981/07/08 00:00:00+00,24,Copacabana,5,Copacabana,2.1,Zona Sul,2,5099,2164,IPP com base em IBGE - Censo Demográfico 2022,,024,110544.42285431,3571.95186306422,110544.422854386
602,39,Pavão-Pavãozinho,1,2018,Cantagalo,1981/07/12 00:00:00+00,24,Copacabana,5,Copacabana,2.1,Zona Sul,2,7178,3366,IPP com base em IBGE - Censo Demográfico 2022,,024,62388.20322077,1630.879309211,62388.2032207573
603,42,Morro do Cantagalo,1,2018,Cantagalo,1981/07/30 00:00:00+00,25,Ipanema,6,Lagoa,2.1,Zona Sul,2,5420,2186,IPP com base em IBGE - Censo Demográfico 2022,,025,67561.0104003,1904.96218581519,67561.0104001203
604,54,Parque Candelária,1,2009,Mangueira (RA - São Cristóvão),1981/08/14 00:00:00+00,11,Mangueira,7,São Cristóvão,1.1,Centro,1,2528,1015,IPP com base em IBGE - Censo Demográfico 2022,,011,57381.33953427,2326.09090455058,57381.3399174803
605,55,Parque dos Mineiros,1,2010,Tuiuti,1981/03/17 00:00:00+00,10,São Cristóvão,7,São Cristóvão,1.1,Centro,1,667,252,IPP com base em IBGE - Censo Demográfico 2022,,010,21370.67481842,1059.93912142324,21370.674818518
606,58,Parque Vitória,1,2002,Parque Alegria,1981/09/01 00:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,1607,677,IPP com base em IBGE - Censo Demográfico 2022,,004,16850.77292491,1211.74011233879,16850.7729251523
607,73,Morro do Bananal,2,0,Isolada,1981/06/01 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,29,8,IPP com base em IBGE - Censo Demográfico 2022,,033,3120.12581923,452.145091765702,3120.12581923867
608,43,Rocinha,2,0,Isolada,1982/05/26 00:00:00+00,154,Rocinha,27,Rocinha,2.1,Zona Sul,2,72021,32901,IPP com base em IBGE - Censo Demográfico 2022,,154,847899.95208917,9395.72458009575,847899.949631538
609,48,Conjunto Ataulfo Alves,2,0,Isolada,1981/07/21 00:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,105,68,IPP com base em IBGE - Censo Demográfico 2022,,012,2916.08286021,292.634171988623,2916.08286006915
610,49,Rua Ferreira de Araújo,2,0,Isolada,1981/03/18 00:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,134,57,IPP com base em IBGE - Censo Demográfico 2022,,012,3847.10952929,306.199770393168,3847.10952932422
611,50,Mangueira (RA - São Cristóvão),1,2009,Mangueira (RA - São Cristóvão),1981/08/14 00:00:00+00,11,Mangueira,7,São Cristóvão,1.1,Centro,1,4819,1880,IPP com base em IBGE - Censo Demográfico 2022,,011,118272.11944966,2258.83027997609,118272.119449528
612,56,Parque Herédia de Sá,1,2011,Vila Arará,1990/11/11 00:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,2774,1274,IPP com base em IBGE - Censo Demográfico 2022,,012,48872.89086746,1901.90814538312,48872.8908674916
613,52,Morro dos Telégrafos,1,2009,Mangueira (RA - São Cristóvão),1981/03/17 00:00:00+00,11,Mangueira,7,São Cristóvão,1.1,Centro,1,5344,2180,IPP com base em IBGE - Censo Demográfico 2022,,011,146564.64172101,3210.51052289381,146564.637308002
614,450,Estrada da Saudade,1,2116,Alto Kennedy,1991/03/09 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,729,303,IPP com base em IBGE - Censo Demográfico 2022,,141,34620.35119608,823.069295305466,34620.3511962319
615,60,Tuiuti,1,2010,Tuiuti,1981/03/18 00:00:00+00,10,São Cristóvão,7,São Cristóvão,1.1,Centro,1,3482,1417,IPP com base em IBGE - Censo Demográfico 2022,,010,93121.47850153,2391.39294255591,93121.4785016156
616,61,Vila Arará,1,2011,Vila Arará,1981/03/09 00:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,4827,2070,IPP com base em IBGE - Censo Demográfico 2022,,012,81434.69602487,1728.22803395065,81434.696024976
617,62,Borel,1,2021,Borel,1988/01/02 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,7847,3093,IPP com base em IBGE - Censo Demográfico 2022,,033,339227.20166236,4912.27737456642,339227.202109144
618,65,Estrada do Tijuaçu,2,0,Isolada,1981/05/22 00:00:00+00,34,Alto da Boa Vista,8,Tijuca,2.2,Tijuca,2,1021,449,IPP com base em IBGE - Censo Demográfico 2022,,034,57814.35251434,1747.59135851277,57814.3525144321
619,66,França Junior,1,2024,Morro do Cruz,1988/08/02 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,208,82,IPP com base em IBGE - Censo Demográfico 2022,,033,6068.51052569,426.848080047233,6068.51052567774
620,67,Indiana,2,0,Isolada,1981/04/28 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,614,262,IPP com base em IBGE - Censo Demográfico 2022,,033,13426.90760718,830.42581853975,13426.9076071121
621,68,Mata Machado,2,0,Isolada,1988/08/02 00:00:00+00,34,Alto da Boa Vista,8,Tijuca,2.2,Tijuca,2,1766,684,IPP com base em IBGE - Censo Demográfico 2022,,034,68989.92463482,1608.24404922653,68989.9246348032
622,69,Morro da Casa Branca,1,2021,Borel,1981/04/13 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,1749,740,IPP com base em IBGE - Censo Demográfico 2022,,033,80611.05296887,1537.37166203035,80611.0529685787
623,70,Morro do Chacrinha,1,2006,Turano,1981/04/02 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,1141,435,IPP com base em IBGE - Censo Demográfico 2022,,033,32003.18496711,1008.61050172181,32003.1849672145
624,341,Parque Bela Vista,1,2077,"Gleba I, da Antiga Fazenda Botafogo",1981/09/23 00:00:00+00,87,Honório Gurgel,15,Madureira,3.3,Madureira,3,1465,630,IPP com base em IBGE - Censo Demográfico 2022,,087,43226.18379117,1299.13935296014,43226.1837912359
625,100,Parque João Goulart,1,2026,Manguinhos,1982/04/06 00:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,1554,695,IPP com base em IBGE - Censo Demográfico 2022,,039,31677.99312073,1834.26585683316,31677.9896399239
626,74,Salgueiro,2,0,Isolada,1982/01/23 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,3404,1217,IPP com base em IBGE - Censo Demográfico 2022,,033,180406.53188832,3911.49451823367,180406.532539939
627,75,Arrelia,1,2025,Andaraí,1981/05/04 00:00:00+00,37,Andaraí,9,Vila Isabel,2.2,Tijuca,2,2346,954,IPP com base em IBGE - Censo Demográfico 2022,,037,110789.69630118,2427.16956190178,110789.695836316
628,76,Borda do Mato,1,2022,Parque João Paulo II,1981/05/24 00:00:00+00,38,Grajaú,9,Vila Isabel,2.2,Tijuca,2,498,198,IPP com base em IBGE - Censo Demográfico 2022,,038,30719.67257827,1203.35884004212,30719.6725782755
629,77,Buraco Quente,1,2024,Morro do Cruz,1982/02/03 00:00:00+00,37,Andaraí,9,Vila Isabel,2.2,Tijuca,2,459,205,IPP com base em IBGE - Censo Demográfico 2022,,037,12351.20027662,668.304867494938,12351.2002765129
630,101,Parque Oswaldo Cruz,2,0,Isolada,1981/03/20 00:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,2842,1265,IPP com base em IBGE - Censo Demográfico 2022,,039,65493.10556037,1141.42974974402,65493.105560403
631,78,Jamelão,1,2025,Andaraí,1981/04/28 00:00:00+00,37,Andaraí,9,Vila Isabel,2.2,Tijuca,2,785,318,IPP com base em IBGE - Censo Demográfico 2022,,037,88635.89883534,3901.24727127977,88635.8998871893
632,79,Morro do Cruz,1,2024,Morro do Cruz,1981/04/07 00:00:00+00,37,Andaraí,9,Vila Isabel,2.2,Tijuca,2,1352,588,IPP com base em IBGE - Censo Demográfico 2022,,037,32319.06021445,886.82715193259,32319.060214473
633,98,Parque Carlos Chagas,1,2026,Manguinhos,1981/03/31 00:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,1424,606,IPP com base em IBGE - Censo Demográfico 2022,,039,39181.42100882,2330.30492671655,39181.4232996811
634,102,Parque Proletário Monsenhor Brito,2,0,Isolada,1981/11/29 00:00:00+00,40,Bonsucesso,10,Ramos,3.1,Ramos,3,787,385,IPP com base em IBGE - Censo Demográfico 2022,,040,8621.00167494,410.574590462447,8621.0016748582
635,107,Tenente Pimentel,2,0,Isolada,1981/08/12 00:00:00+00,42,Olaria,10,Ramos,3.1,Ramos,3,313,110,IPP com base em IBGE - Censo Demográfico 2022,,042,5787.90323449,409.144226703855,5787.90323442176
636,104,Parque Rubens Vaz,1,2085,Maré,1986/01/30 00:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,4396,2022,IPP com base em IBGE - Censo Demográfico 2022,,157,74507.19931529,1907.16923099565,74507.1993153695
637,80,Morro dos Macacos,1,2023,Morro dos Macacos,1981/05/13 00:00:00+00,36,Vila Isabel,9,Vila Isabel,2.2,Tijuca,2,2570,963,IPP com base em IBGE - Censo Demográfico 2022,,036,190524.51586263,4245.83063092959,190524.515862684
638,81,Nova Divinéia,1,2022,Parque João Paulo II,1981/04/23 00:00:00+00,38,Grajaú,9,Vila Isabel,2.2,Tijuca,2,1791,761,IPP com base em IBGE - Censo Demográfico 2022,,038,54225.90834027,1401.08649167009,54225.9083402005
639,99,Parque Félix Ferreira,2,0,Isolada,1981/04/01 00:00:00+00,50,Higienópolis,12,Inhaúma,3.4,Inhaúma,3,285,126,IPP com base em IBGE - Censo Demográfico 2022,,050,13388.93503781,822.914986538173,13388.9350377907
640,138,Chácara de Del Castilho,2,0,Isolada,1981/07/21 00:00:00+00,53,Del Castilho,12,Inhaúma,3.4,Inhaúma,3,2519,949,IPP com base em IBGE - Censo Demográfico 2022,,053,32649.58383334,1046.09915385133,32649.5838334979
641,346,Rua Itatiba,1,2069,Avenida,1981/10/13 00:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,54,20,IPP com base em IBGE - Censo Demográfico 2022,,107,8014.34338152,723.799499688102,8014.34338147186
642,364,Cachorro Sentado,2,0,Isolada,1981/10/01 00:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,344,161,IPP com base em IBGE - Censo Demográfico 2022,,132,17108.30869796,1574.55492472234,17108.3086980465
643,82,Parque João Paulo II,1,2022,Parque João Paulo II,1981/05/26 00:00:00+00,38,Grajaú,9,Vila Isabel,2.2,Tijuca,2,2258,964,IPP com base em IBGE - Censo Demográfico 2022,,038,58567.53492172,3311.58703605045,58567.5348848381
644,83,Parque Vila Isabel,1,2023,Morro dos Macacos,1981/04/10 00:00:00+00,36,Vila Isabel,9,Vila Isabel,2.2,Tijuca,2,6739,2693,IPP com base em IBGE - Censo Demográfico 2022,,036,181939.28845269,3431.93842880775,181939.28845282
645,347,Rua Parnaíba,2,0,Isolada,1981/09/14 00:00:00+00,110,Coelho Neto,25,Pavuna,3.6,Pavuna,3,82,33,IPP com base em IBGE - Censo Demográfico 2022,,110,1884.04125483,179.36833478967,1884.0412548481
646,85,Chp-2,1,2026,Manguinhos,1982/03/15 00:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,4656,1900,IPP com base em IBGE - Censo Demográfico 2022,,039,84717.00056504,3659.1431894857,84716.9987914973
647,86,Igreja Nossa Senhora da Conceição,2,0,Isolada,1981/08/12 00:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,254,94,IPP com base em IBGE - Censo Demográfico 2022,,041,4306.86288208,405.056264411351,4306.86288207885
648,87,Itararé,1,2084,Complexo do Alemão,1981/05/14 00:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,1408,575,IPP com base em IBGE - Censo Demográfico 2022,,156,44398.58602357,1036.31696474869,44398.5860235602
649,89,Joaquim de Queiróz,1,2084,Complexo do Alemão,1981/04/28 00:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,5233,2233,IPP com base em IBGE - Censo Demográfico 2022,,156,157961.91800303,2870.99799981307,157961.918003117
650,117,Dourados,1,2033,Dourados,1981/04/30 00:00:00+00,46,Cordovil,31,Vigário Geral,3.5,Penha,3,649,288,IPP com base em IBGE - Censo Demográfico 2022,,046,38893.38963474,1356.45481352998,38893.3896349632
651,91,Morro da Baiana,1,2084,Complexo do Alemão,1981/04/27 00:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,1492,597,IPP com base em IBGE - Censo Demográfico 2022,,156,48833.72200929,1967.53678812872,48833.7220092036
652,92,Morro do Adeus,1,2084,Complexo do Alemão,1981/04/03 00:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,602,267,IPP com base em IBGE - Censo Demográfico 2022,,156,50148.72962312,1901.1694305591,50148.7289657431
653,95,Morro do Piancó,1,2084,Complexo do Alemão,1981/04/06 00:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,603,300,IPP com base em IBGE - Censo Demográfico 2022,,156,49580.04582846,1629.66592084109,49580.0456317846
654,118,Mangueirinha,1,2030,Morro da Guaíba,1981/04/30 00:00:00+00,45,Brás de Pina,11,Penha,3.5,Penha,3,991,456,IPP com base em IBGE - Censo Demográfico 2022,,045,34219.54871606,1112.01374399402,34219.548715897
655,109,Vila Cruzeiro,1,2031,Penha,1981/05/28 00:00:00+00,42,Olaria,10,Ramos,3.1,Ramos,3,8041,3252,IPP com base em IBGE - Censo Demográfico 2022,,042,242372.6291669,2702.82402439932,242372.629333485
656,110,Vila Residencial Darcy Vargas,1,2027,Parque Itambé,1981/08/23 00:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,459,197,IPP com base em IBGE - Censo Demográfico 2022,,041,8155.34707796,546.546819640017,8155.34707807852
657,111,Vila Santo Antônio (RA - Ramos),2,0,Isolada,1981/06/10 00:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,387,160,IPP com base em IBGE - Censo Demográfico 2022,,041,10369.6727012,530.882304133895,10369.6727013094
658,112,Vila Turismo,1,2026,Manguinhos,1981/04/01 00:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,3478,1563,IPP com base em IBGE - Censo Demográfico 2022,,039,75078.1252839,1740.06983600739,75078.1252841417
659,119,Morro da Caixa d'Água (RA - Penha),1,2028,Grotão,1981/07/01 00:00:00+00,44,Penha Circular,11,Penha,3.5,Penha,3,1046,559,IPP com base em IBGE - Censo Demográfico 2022,,044,83144.90193274,2015.09973427141,83144.9019329198
660,127,Parque Proletário de Vigário Geral,1,2034,Vigário Lucas,1981/06/05 00:00:00+00,48,Vigário Geral,31,Vigário Geral,3.5,Penha,3,4886,1991,IPP com base em IBGE - Censo Demográfico 2022,,048,192073.6401264,2410.86899088295,192073.635372374
661,113,Bairro Proletário do Dique,1,2032,Bairro Proletário do Dique,1981/08/06 00:00:00+00,48,Vigário Geral,31,Vigário Geral,3.5,Penha,3,5296,2096,IPP com base em IBGE - Censo Demográfico 2022,,048,245863.45880624,6068.61030604107,245863.459142491
662,116,Cordovil,2,0,Isolada,1981/07/10 00:00:00+00,46,Cordovil,31,Vigário Geral,3.5,Penha,3,1538,657,IPP com base em IBGE - Censo Demográfico 2022,,046,37797.45716147,1072.12030060675,37797.4571615045
663,126,Parque Proletário de Cordovil,1,2035,Vila Cambucí,1981/08/04 00:00:00+00,46,Cordovil,31,Vigário Geral,3.5,Penha,3,315,135,IPP com base em IBGE - Censo Demográfico 2022,,046,12026.13090751,569.81451320773,12026.1309074771
664,120,Morro da Fé,1,2028,Grotão,1981/09/02 00:00:00+00,44,Penha Circular,11,Penha,3.5,Penha,3,1781,961,IPP com base em IBGE - Censo Demográfico 2022,,044,84531.37500883,1712.48697081348,84531.3765642102
665,121,Morro da Guaíba,1,2030,Morro da Guaíba,1981/07/21 00:00:00+00,45,Brás de Pina,11,Penha,3.5,Penha,3,1277,635,IPP com base em IBGE - Censo Demográfico 2022,,045,61565.57304769,1701.05380605468,61565.5730477178
666,122,Morro do Caracol,1,2028,Grotão,1981/06/05 00:00:00+00,43,Penha,11,Penha,3.5,Penha,3,1155,453,IPP com base em IBGE - Censo Demográfico 2022,,043,72428.62276957,1512.70694228056,72428.6231064689
667,123,Morro do Sereno,1,2028,Grotão,1981/07/07 00:00:00+00,44,Penha Circular,11,Penha,3.5,Penha,3,346,138,IPP com base em IBGE - Censo Demográfico 2022,,044,39715.38389634,1210.75400153552,39715.383896486
668,124,Parque Furquim Mendes,1,2032,Bairro Proletário do Dique,1981/07/28 00:00:00+00,48,Vigário Geral,31,Vigário Geral,3.5,Penha,3,4599,1809,IPP com base em IBGE - Censo Demográfico 2022,,048,159120.17587799,2387.99939834786,159120.175878304
669,408,Rua Doutor Fernando,2,0,Isolada,1988/01/02 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,306,119,IPP com base em IBGE - Censo Demográfico 2022,,144,11295.40219172,574.458377300239,11295.4021916782
